ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date"
ED3700,,,,"(EDUUOSE1O, EDUUHVL1H, EDUUSPE1P, EDUUSAL1A)","NOT AVBL FOR TFC
ARR EPPO 
EXC VIA
1. BINKA
2. RADEL L619 ALUKA
3. ADLIR L980 SUBIX
4. SONUD Z20 SUBIX
5. PEPOL N858 SUBIX
6. EKPEK DCT KOBUS P31 GOVEN
    BLW FL175 AT GOVEN
7. (EKPEK, HDO, NEVKO, PEROX, SODRO, SULED, TABAT) AND THEN KOBUS DCT POZUM 
8. RADEL DCT RENKI AND THEN ALUKA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Note, EKPEK DCT KOBUS MIN FL285, but EKPEK above FL335 (RAD APP04).
option 7 - RAD ANNEX 3B DCT above FL285 (added post-COVID)
option 8 - to allow higher profile before ALUKA,  for listed DCT EDUUFRAN (H24, MIN FL285) refers.",post-COVID,"(EDUUUAC,
EDWWACC,
EDMMACC)",ED,22 JUL 2023
ED3728,,,,EDUUOSE1O,"NOT AVBL FOR TFC
DEP ESMS 
EXC VIA
1. SALLO M736 PEROM DCT NUVEN
2. SALLO M736 BAKDO
3. SALLO M44 KOGIM M725 MASOR
4. SALLO M44 KOGIM M602 BINKA
5. EPWWCTA AND THEN PESEL
   ABV FL285 AT PESEL
6. EDYYUTA AND THEN (NEBUN, BUMIL) AND THEN EDUUHVL1H)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Note for option 2: RAD ANNEX3B BAKDO DCT LEGSA is available if below FL285 at BAKDO.",,"(EDUUUAC,
EDWWACC)",ED,22 JUL 2023
ED3731,,,,EDUUUTAC,"NOT AVBL FOR TFC
ARR EBLG
EXC VIA
1. LOHRE AND THEN BOMBI DCT IDOVI Z104 GESLO
2. (ASPAT, TAMEB) AND THEN IDOVI",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace ensuring LoA and OLDI requirements.
All DCTs refer to EDUUFRAW (H24, MIN FL245) and might be further limited (ASPAT night only, from TAMEB during low traffic period)",,"(EDUUUAC,
EDGGACC)",ED,22 JUL 2023
ED3733,,,,"(EDUUALP1L, EDUUCHI1K)","NOT AVBL FOR TFC
ARR LIME
EXC VIA 
1. BATUB M738 NATAG
2. BERAS DCT (OLPIX, LIKDA)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For listed DCTs in route option 2 EDUUFRAE refers (H24, MIN F315).",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3734,,,,"(EDUUALP1L, EDUUCHI1K)","NOT AVBL FOR TFC
ARR (LIMC, LIML)
EXC VIA 
1. BATUB M738 NATAG
   BLW FL315 AT TIRUL
   AIRAC MAR-AIRAC OCT 
2. BATUB M738 NATAG
   BLW FL355 AT TIRUL 
   AIRAC NOV-AIRAC FEB
3. BERAS DCT (OLPIX, LIKDA)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Listed DCT in option2 refers to EDUUFRAE (MIN FL315).
Option 1 requires descend below FL315 during summer period and 2 below FL355 during winter period (LoA agreement). ",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3713,,,,"(EDUUSAL1A, EDUUSPE1P, EDUUERL1R)","NOT AVBL FOR TFC
DEP EDDF 
EXC VIA
1. SULUS L984 KULOK DCT OKG
2. SULUS Z650 NOGRA DCT VEMUT
3. SULUS Z12 LASGA  M726 LASTO
4. SULUS L984 KULOK Z715 ABKIS
5. SWALM T201 TAMEB DCT NEVKO,
6. ERSET N858 FEDZA Y172 SISMI
   ABV FL315 AT SISMI 
   AND THEN VIA (MAG, ASMIG)
7. SWALM T201 TAMEB T278 RUDAK",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace. (listed sectors above FL315)
Option 1. DCT refers to RAD ANNEX 3B (H24, MIN FL265-660, DCT added to by-pass point ABERU)
Option 2: RAD ANNEX 3B DCT (H24, FL285-660) added due to ATM system issues.
Option 4: after ABKIS follow Z715 PIKIP/L132EKPEK (both EDUUFRAE I points)
Option 5. DCT refers to RAD ANNEX 3B (For further restrictions for point NEVKO see RAD ED2138)
Note for option 6: Traffic can file via SISMI Y172 MAG or SISMI DCT ASMIG and then Free Route options; Traffic intending to climb only between FL285-315 before MAG may route via FEDZA Y172 ETIDI DCT MAG.",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3722,,,,EDUUUTA,"NOT AVBL FOR TFC
DEP EDDP
EXC VIA
1. NIKUS M736 RUDNO DCT (DOSEL, ALUTU, SIMBA, DEXIT, LAMSI),
2. NIKUS M736 AKOSI DCT (DOSEL, ALUTU, TULSI, BERAS, SIMBA, DEXIT, LAMSI)
3. RATIP Y231 AMOSA
4. BOKNI Z94 KOMIB
5. NEVKO Y225 TAMEB DCT (ADKUV, NOSPA, UMUPU)  BTN 23:30-03:00 (22:30-02:00) AT TAMEB
6. MAG M736 SOGMA M748 ERNUD
7. MAG M736 SOGMA DCT NEDIK
8. MAG M736 BIRMO
9. UMBAL Z131 PENEK DCT (DETNI, RADEL, USUNU)
10. KLF DCT (GILAS, SUBIX)
11. POGAB Z36 OBANI AND THEN (SUBIX, RENKI)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Option 1/2: for listed DCTs EDUUFRAE (H24, FL315-660) refers. Some options are designed up to the entry to SECSI FRA to avoid unwanted x border for these DEP due to ATM system constraints at Munich ACC. 
Option 1 offers routing clear of EDR171Z and option 2 is subject to AUP for this area.
Option  7 subject to AUP airspace closures (EDR401Z).
Route option 5: DCTs TAMEB - (ADKUV, NOSPA, UMUPU) via EDUUFRAW but limited to night (MIN FL245).
For other route options with listed DCTs refer to RAD ANNEX 3B.",,"(EDUUUAC,
EDMMACC,
EDWWACC)",ED,22 JUL 2023
ED3750,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDDK
EXC VIA
1. NELLI T163 KOVAN T844 ASKIK T840 GULKO
2. SUDEN T844 ASKIK T840 GULKO
3. KUNOD L608 KOVAN T844 ASKIK T840 GULKO
4. ERKIR DCT VEKIR DCT UMDAS T844 ASKIK T840 GULKO
5. (ERKIR, KPT, KUNOD, SUDEN, VEKIR) DCT ETASA DCT ASKIK DCT DILUG
6. LADOL DCT ABUKA DCT ASKIK DCT DILUG
7. (ASPAT, INBED, EXITI, KEMES) DCT OSBIT DCT SOGMI DCT GULKO
8. RAPET AND THEN VIA VELIS DCT FUL DCT GISEM DCT GULKO
9. [DEXIT, AKOSI] DCT PILAM T843 DEMAB T842 EBANA T841 ERNEP
10. RAPET T843 DEMAB T842 EBANA T841 ERNEP
11.(DIMSU, TESDU) AND THEN DEMAB
    NOT ABV FL315 WITHIN EDUUUTA
12. (EDUUOSE1O, EDUUHVL1H, EDUUSAL1A) AND THEN PODER",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace ensuring LoA and OLDI conditions.
Route option 4 - EDUUFRAE (H24, MIN FL315) and EDUUFRAW (H24, MIN FL245)  refers
Route options 5. - 8.  are only available during night (see RAD ANNEX 3B and also for different FLs) Note: option 7 via ASPAT and INBED only available from 22:30 (21:30) at ASPAT/INBED due to respective FRA flow restrictions during day.
Route option 12. include all DCT and ATS options towards PODER crossing the boundary ",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3769,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDDP 
EXC VIA
1. (EDUUNTM1N, BOMBI) AND THEN 
  a. MASEK T278 TAMEB T955 GOXLI
         BTN 03:30-23:00 (02:30-22:00) AT TAMEB
  b. MASEK DCT FEDZA T957 KOJEC
         BTN 22:30-04:00 (21:30-03:00) AT FEDZA
2. EDUUTGO1T, EDUUSLN1S AND THEN 
  a.TIKNI [T279 TAMEB T955 GOXLI]
     BTN 03:30-23:00 (02:30-22:00) AT TAMEB
  b.TIKNI DCT FEDZA T957 KOJEC
      BTN 22:30-04:00 (21:30-03:00) AT FEDZA
  c. IBAGA T435 PIBAD T954 GOXLI
3. SUVAL M736 MAG Z20 KENIG T959 KOJEC
4. IDOBA M725 OBANI Z36 BEBKU T950 LUXBO
5. LALIN L604 ANELA M726 LASGA T953 VOCIM T954 GOXLI
6. ERNAS M726 LASGA T953 VOCIM T954 GOXLI
7. GAMSA DCT IBAGA T435 PIBAD T954 GOXLI
8. RIMKI Z99 LOHRE AND THEN 
  a.TIKNI T279 TAMEB T955 GOXLI
     BTN 03:30-23:00 (02:30-22:00) AT TAMEB
  b.TIKNI DCT FEDZA T957 KOJEC
      BTN 22:30-04:00 (21:30-03:00) AT FEDZA
9.(GAMSA,INTEG) DCT UPALA M726 LASGA T953 VOCIM T954 GOXLI",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Connecting routes via EDYYHUTA as listed in YX2043 or via LK are below EDUUUTA.
Route options from the South West (1, 2, 8) differ during day and night time to better balance traffic in Munich ACC (Main traffic during night).
Option 2c (IBAGA) is H24 available during period of low traffic (post-COVID) time constrained on the connectd RAD ANNEX 3B DCTs to IBAGA (or via night EDUUFRAW), which are not listed.
For listed GAMSA DCT IBAGA in 7 see RAD ANNEX 3B. (other DCTs in 1 and 2 - H24 above FL245 within EDUUFRAW).
Option 9 for DCTs RAD ANNEX 3B refers (H24, MIN FL295, but further level restricted)",post-COVID,"(EDUUUAC,
EDMMACC,
EDWWACC)",ED,22 JUL 2023
ED3710,,,,"(EDUUERL1R, EDUUSAL1A, EDUUSPE1P)","NOT AVBL FOR TFC
ARR EDDV 
EXC VIA 
1. (EDUUDON1D, EDMMALB) AND THEN
LASGA M726 LASTO M852 BIRKA T803 GITEX
2. EDUUSPE1P AND THEN VIA EDUUHVL1H
3. OKG DCT ABERU DCT LASGA M726  LASTO M852 BIRKA T803 GITEX",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Option 2 to force traffic  in EDUUSPE1P (above FL315) via connecting routes published for EDUUHVL1H sector - see ED2192 (EDUUHVL1H above FL285).
Option 3 added via EDUUFRAE DCTs (MIN FL315) to offer additional routing clear of EDWWBOR if coming from South East. (clear as well from EDUUDON1D)",,"(EDUUUAC,
EDMMACC)",ED,22 JUL 2023
ED3718,,,,EDUUUTAC,"NOT AVBL FOR TFC
ARR (EBAW, EBCI, EBCV)
EXC VIA
1. (INBED, OSBIT, REKDI) AND THEN LOHRE T880 ASDAK
2. (KOMIB, MARZA) DCT ESAMA T880 ASDAK
3. (EXITI, KEMES, MOOCE) DCT ESAMA T880 ASDAK
4. TAMEB DCT UMUPU T880 ASDAK
5. ASPAT AND THEN IDOVI Z104 AGBUL",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For option 2 EDUUFRAW refers (MIN FL245). For option 3 RAD ANNEX 3B refers (Min FL315).
Route option 4-5 only available during FRA at night (limitations for ASPAT and TAMEB).",,"(EDUUUAC,
EDGGACC)",ED,22 JUL 2023
ED3719,,,,EDUUUTAC,"NOT AVBL FOR TFC
ARR (EBBR, EBMB)
EXC VIA
1. (KOMIB, MARZA) DCT ESAMA T880 ASDAK,
2. (EXITI, KEMES, MOOCE) DCT ESAMA T880 ASDAK
3. (INBED, REKDI, EDUDU) AND THEN LOHRE T880 ASDAK
4. ADKUV AND THEN EDYYUTA
    BTN 00:00-05:00 (23:00-04:00) AT ADKUV
5. ADENU L608 LIRSU
    BTN 00:00-05:00 (23:00-04:00) AT ADENU    
6. TAMEB DCT UMUPU T880 ASDAK
7. ASPAT AND THEN IDOVI Z104 AGBUL",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Route Option 1 EDUUFRAW (above FL245) refers.
Route option 6: DCT TAMEB - UMUPU via EDUUFRAW limited to night (MIN FL245).
For other route options with listed DCTs refer to RAD ANNEX 3B.",,"(EDUUUAC,
EDGGACC)",ED,22 JUL 2023
ED3755,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR (EDDR, EDRZ)
EXC VIA
1. MAMOR L610 UPALA Z744 LEPSA Z104 IDOVI
2. TEDGO L608 KOVAN T163 ETASA Z724 KETEG  
3. NELLI T163 KOVAN T163 ETASA Z724 KETEG 
4. TIVUN AND THEN TESGA Z10 RUDUS
5. XNG EDUUOSE1O-EDYYUTA BDRY
    AND THEN ROBEG-WRB
    BLW FL245 AT WRB
6. SULED DCT BAMKI Z94 GORKO T726 RUFGA
7. TITIG DCT OTT L173 MAH
8. KIRDI DCT OTT L173 MAH",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Note: route options 1-3 requires de-tour North of EDR205. Shorter routings are only available if planning below EDUUUTA. 
Route option 7/8 (higher profile via TITIG and via KIRDI) are subject to yearly reviews (better trajectory versus onload EDUUCHI1K sector).
For DCTs in 7/8 see RAD ANNEX 3B (FL195-660)",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3756,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR (EDFM, EDRY)
EXC VIA
1. (GMH Q603)/(TIVUN DCT) Q603 TESGA L603 BOMBI Z120 OLKAS
2.VIA (AMISO, BERIM, LUWIL, BUMIL, NEBUN, GARLU) 
    AND THEN VIA EDYYUTA
3. SULED DCT BAMKI Z94 GORKO T726 TOSTU
4. BRENO M726  MAH L173 RIDAR
5. KPT L856 RAVED
6. TITIG DCT OTT L173 MAH
7. KIRDI DCT OTT L173 MAH",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace. (LoA and OLDI requirement)
DCT in option 1 refers to EDUUFRAW (H24, FL245-660).
For used DCT in route option 3  (FL245-660) and in option 6/7 (FL195-660) RAD ANNEX 3B refers.
Note: route Option 6/7 (higher profile via TITIG and via KIRDI) are subject to annual review (on-load EDUUCHI1K).",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3748,,,,TITIG,"NOT AVBL FOR TFC
ABV FL195
1. ARR (EDDR, EDFM, EDRY, EDSB, EDTY, ETAD, ETAR, ETHN)
   EXC VIA
   a. TITIG L173 OTT 
      BTN FL195-FL315 AND THEN
      OTT L173 RIDAR
   b. TITIG WITH RFL ABV FL315 
      AND THEN TITIG DCT OTT L173 RIDAR
2.  ARR EDDS EXC VIA
    TITIG L173 OTT BTN FL195-FL315  AND THEN OTT L173 RIDAR",H24,S,"Connecting Routes to  specified airports for traffic from LOVV (LoA agreement).
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Higher profile via TITIG in option 1b via dedicated RAD ANNEX 3B DCT (MIN FL195 but RFL above FL315 at TITIG) Note, ARR EDDS and EDTY are calculated below FL315 by PTR and could file 1b as well.",,"(EDMMACC,
EDUUUAC)",ED,22 JUL 2023
ED3758,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR (LSZH, LSMD)
EXC VIA
1. (PITES, LIRSU) 
    AND THEN LAMGO T721 RILAX 
2. TUSUK DCT LAMGO T721 RILAX
3. (ULNOK, TUSUK)
   AND THEN SUNEG T721 RILAX
4. (DODEN, TESGA, KUMIK, GISEM) AND THEN BOMBI T721 RILAX
5. DODEN DCT TABUM DCT OMOGI T721 RILAX
6. (OTMON, XAROL) DCT SWALM DCT OMOGI T721 RILAX
7. DKB (N869, DCT) TEDGO T724 RILAX
8. TRAUN DCT KONIN L856 RAVED
9. ERKIR DCT KPT L856 RAVED
10. (SOTOV, UNIMI) AND THEN MOGTI P66 KPT L856 RAVED",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For DCTs EDUUFRAW refers (H24, MIN FL245), for option 8  EDUUFRAE (MIN FL315) and for option 9 RAD ANNEX 3B (ERKIR-KPT, MIN FL245) . Route option 8 and 9 (using DCTs) trigger high transfer LOVVACC to EDUUUAC. Traffic with non-standard early descend below EDUUUAC (RFL below FL315 at ERKIR or TRAUN) shall use TRAUN L856 RAVED or ERKIR L608 KPT and will be transferred from LOVVACC to EDMMACC.",,"(EDUUUAC,
EDGGACC,
EDMMACC)",ED,22 JUL 2023
ED3759,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR (EDNY, LSZR)
EXC VIA
1. (PITES, LIRSU) 
    AND THEN LAMGO T721 SUL
2. TUSUK DCT LAMGO T721 SUL
3.(ULNOK, TUSUK) 
   AND THEN SUNEG T721 SUL
4. (DODEN, TESGA, KUMIK, GISEM) AND THEN BOMBI T721 SUL
5. DODEN DCT OMOGI T721 SUL
6. (OTMON, XAROL) DCT SWALM DCT OMOGI T721 SUL
7. DKB N869 TEDGO N851 RAUTA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For DCTs EDUUFRAW refers (H24, MIN FL245)",,"(EDUUUAC,
EDGGACC,
EDMMACC)",ED,22 JUL 2023
ED3747,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDDS
EXC VIA
1. PITES  M150 KRH T128 BADSO
2. (NOSPA, MATUG, ROPUV) AND THEN EMGOD L607 UBIDU L984 RUDUS
    Z738 UBENO N850 KRH
3. DODEN DCT TABUM DCT FFM DCT UBENO N850 KRH
4. (BERXO, ELNAT) DCT SILWE DCT OSBIT 
    P605 TOSTU
5. SULED DCT BAMKI Z94 GORKO T726 TOSTU
6. PIKIB Z715 ANELA
7. ERKIR BLW FL345 AND THEN VIA KPT L856 RAVED
8. (UNIMI L12 MOGTI P66 KPT)/(SOTOV P66 KPT) AND THEN
   a. KPT P66 DITBA
   b. KPT L856 RAVED
9. BRENO M726 MAH L173 RIDAR
10.TITIG L173 RIDAR
11.KIRDI DCT EBEDA L173 RIDAR",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
For Option 3 DODEN DCT TABUM, EDUUFRAW (MIN FL245) refers. RAD ANNEX 3B referes  also for DCTs towards FFM FL245-660, FFM DCT UBENO MNM-FL275) and  in 5 RAD ANNEX 3B (MIN FL245, H24). For Option 4 EDUUFRAW (H24, MIN FL245) refers.
Note: route Options 10/11 ( via TITIG and KIRDI) are calculated below FL315 by PTR
",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3762,,,,"(EDUUUTAW, EDUUUTAC)","NOT AVBL FOR TFC
ARR (LFGA, LFST)
EXC VIA
1. KPT L608 TEDGO T716 DENEL
2. DKB (N869, DCT) TEDGO T716 DENEL
3. DODEN DCT TABUM DCT FFM DCT UBENO N850 KRH T715 DENEL
4. XAROL DCT SOGMI DCT BOMBI N850 KRH T715 DENEL",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace. 
Listed DCT refers to EDUUFRAW (H24, above FL245).
For option 3 RAD ANNEX 3B and EDUUFRAW refers (DCTs towards FFM FL245-660, FFM DCT UBENO MNM-FL275).",,"(EDUUUAC,
EDGGACC,
EDMMACC)",ED,22 JUL 2023
ED3757,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR EDSB
EXC VIA
1. ALAXA Z715 COSJE Z12 RINEX
2. BRENO M726 MAH L173 RIDAR
3. KPT L856 TRA Z652 MOPAN Z141 KBA 
4. PITES M150 LADAT
5. (NOSPA, MATUG, ROPUV) AND THEN EMGOD L607 UBIDU L984 RUDUS Z738 UBENO N850 KRH
6. DODEN DCT TABUM DCT FFM DCT UBENO N850 KRH
7. (BERXO, ELNAT) DCT SILWE DCT OSBIT P605 TOSTU
8. XAROL DCT SOGMI DCT BOMBI N850 KRH
9. SULED DCT BAMKI Z94 GORKO T726 RUFGA
10.TITIG DCT OTT L173 MAH
11.KIRDI DCT OTT L173 MAH",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
RAD ANNEX 3B refers to DCTs in option 6 (DCTs TABUM-FFM FL245-660; FFM - UBENO MNM-FL275) and in 9  (MIN FL245, H24) and in 10/11 (H24, MIN FL195).
EDUUFRAW refers to DCTs in option 6 to TABUM, and in 7, 8 (MIN FL245, H24).
Note: Route Options 10/11 (higher profile via TITIG) were added 2020 and are subject to yearly review (profile via EDUUUTA or descend below)",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3723,,,,EDUUUTAE,"NOT AVBL FOR TFC
ARR EKCH 
EXC VIA
1. PENET T298 KOSEB
2. MASOR M725 LABES T298 KOSEB
3. GEVNI T239 PEROM T298 KOSEB
4. BAKDO DCT KOSEB
5. NOBRI M726 ROSOK Q296 NIKDA)
6. (BKD, SOGMA, BOLBO) AND THEN LUWIL DCT BERIM DCT  MAKEL N851 GESKA Z711 MONAK",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace. 
Note, option 4 refers to RAD ANNEX 3B DCT (FL195-660, H24 and is limited in utilization of the DCT for some FRA points ).
Option 6 to circum-navigate EDWWMRZ sector, listed DCTs refer to EDYYFRA (H24, MIN FL245)",,"(EDUUUAC,
EDWWACC)",ED,22 JUL 2023
ED3746,,,,EDUUUTA,"NOT AVBL FOR TFC
DEP EDDN
EXC VIA
1. GUPIN N869 TEDGO AND THEN (NATOR, SONOM, TITIX)
2. EDUDU Y101 OSBIT L984 LOHRE (L984, DCT) BOMBI AND THEN BOMBI DCT (BETEX, NOSPA, OBIGA, IDOVI)
3. EDUDU Y101 OSBIT L984 LOHRE AND THEN 
a. LOHRE DCT ADKUV
b. LOHRE T880 ASDAK
4. SULUS L604 MASEK ABV FL245 AT BIBEG AND THEN VIA (MAPOX, ELNAT, BERXO) 
5. ERETO DCT LONLI M726 LASTO
6. ERETO Z715 ABKIS L132 EKPEK
7. RODIS L604 LAMSI
8. AKANU L603 LATLO
9. AKANU L603 OLETU Z106 BAVAX M867 RADIZ
10. AKANU L603 OLETU Z106 MANAL M736 LIZUM",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace ensuring LoA and OLDI requirements.
For listed DCTs in option 2/3 EDUUFRAW refers(H24, above FL245) for option 5 see RAD ANNEX 3B (H24; 065-315)",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3752,,,,EDUUUTA,"NOT AVBL FOR TFC
ARR (EDLI, EDLP)
EXC VIA
1. HAREM DCT LOHRE Z99 FUL T850 LAMOP T842 EBANA 
2. (DEXIT, AKOSI) DCT PILAM T843 DEMAB T842 EBANA  
3. RAPET T843 DEMAB T842 EBANA
4. (DIMSU, TESDU) AND THEN DEMAB
    NOT ABV FL315 WITHIN EDUUUTA
5. (BUMIL, GARLU) 
6. (ALUKA, GILAS, XIGRI, SUBIX, GOVEN) AND THEN HLZ 
7. (HDO, LASIS, NAROX, RENDO) AND THEN KOSIX
8. ESIKA,",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDMMACC,
EDGGACC)",ED,22 JUL 2023
ED3749,,,,EDUUUTA,"NOT AVBL FOR TFC
DEP EDDS
EXC VIA
1. VESID Y127 TUDGA Z114 ADENU
2. VESID Y127 TUDGA Z114 RIDSU DCT PETOM,
3. OKIBA N851 RIMKI Z99 LOHRE DCT MASEK AND THEN (FEDZA, BERXO, ELNAT, MAPOX)
4. OKIBA N851 RIMKI Z99 LOHRE N746 TIKNI
5. DKB N869 ANELA AND THEN
    a. ANELA Z715 ABKIS
    b. ANELA Z715 KULOK DCT OKG
    c. ANELA Z715 ERETO Z650 VEMUT
6.  DKB N869 AMOSA Z77 LONLI M726 NARUS
7. ABTAL L173 RIXED Y161 RIDAR AND THEN
    a. RIDAR UZ98 MIQ L605 BIBAG
    b. OTT L173 EBEDA L603 LATLO
    c. OTT M867 VAVOR DCT RADIZ
    d. MAH Y161 MANAL M736 LIZUM
8. KUNOD Y326 MOMUK L607 XEBIX Y740 TIRUL
9. KUNOD Y326 MOMUK L607 ELMEM
10. TUBLO N850 NATOR BLW FL235
11.OKIBA N851 OSBIT P605 OBISI (DCT ELNAT)/(DCT BERXO)/(L604 MASEK)",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Notes for Route options: 
2. RAD ANNEX 3B refers (H24, MIN FL215, limited type M)
3. EDUUFRAW refers for listed DCT  (H24, MIN FL245)
5a. after ABKIS follow Z715 PIKIP/L132EKPEK (both EDUUFRAE I points)
5b. for listed DCT KULOK-OKG RAD ANNEX 3B refers (H24, MIN FL265)
7. Listed DCTs refere to EDUUFRAE (H24, above FL315)
8./9. options listed as agreed in LoA, nevertheless not usable due to ED3404 (constraint Munich ACC)
10. This option is added to allow upper RFL from NATOR but calculated by PTR clear of EDUUUTA (below FL245). RTE after NATOR according LSASFRA rules.
11. Late (stepped) climb option below EDUUWUR1Z sector, for OBISI DCT ELNAT/BERXO RAD ANNEX 3B refers (H24, MIN FL235)",,EDUUUAC,ED,22 JUL 2023
ED3712,,,,"(EDUUOSE1O, EDUUHVL1H, EDUUSAL1A, EDUUSPE1P)","NOT AVBL FOR TFC
DEP EDDH 
EXC VIA
1. ROSOK M726 SULIV
2. ROSOK DCT (DETNI, NONSA, OKAGA, POKEN, SALLO)
3. RAMAR L23 LEGSA
4. RAMAR DCT PABMI DCT RADEL
5. RAMAR Z998 RATMO
     ABV FL285 AT RATMO
6. RAMAR Z998 PITEN L619 PODUS
7. ZUCKA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.
Option 2 via RAD ANNEX 3B DCTs MINFL225-MAXFL660.
Option 4 via RAD ANNEX 3B DCTs  MINFL105/135 MAXFL660.
Option 3 and 4 subject to AUP airspace closures (EDR401Z).
Route advice:
Option 5 - after RATMO FRA-DCTs like RATMO DCT (GODUR/SUBIX) above FL285.",,"(EDUUUAC,
EDWWACC,
EDMMACC)",ED,22 JUL 2023
ED3701,,,,EDUUOHAP,"NOT AVBL FOR TFC
DEP EPPO 
EXC VIA
1. KOBUS
2. KORUP ABV FL315 AT KORUP
3. XIGRI
4. BINKA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDWWACC,
EDMMACC)",ED,22 JUL 2023
ED3702,,,,EDUUOHAP,"NOT AVBL FOR TFC
ARR EPZG 
EXC VIA
1. BINKA
2. RADEL - GERGA - SUBIX
3. ADLIR L980 SUBIX
4. SONUD Z20 SUBIX
5. PEPOL N858 SUBIX",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDWWACC)",ED,22 JUL 2023
ED3703,,,,EDUUOHAP,"NOT AVBL FOR TFC
ARR EPSC 
EXC VIA
1. KOGIM M602 USEDU P45 FARCU
2. KUBAB L23 TORLO P46 FARCU
3. (POVEL, MAG, TOPDI) AND THEN 
    RIMKO N746 GUDOP Z717 BODLA
4. IDOBA M725 RENKI L132 BODLA
5. SONUD L132 BODLA
6. VIBIS Z717 BODLA",H24,S,"Connecting Routes to / from KUAC
To force traffic via dedicated routes/points allowing transition to / from upper airspace.",,"(EDUUUAC,
EDWWACC)",ED,22 JUL 2023
